9.482355588954304437e+01 6.675023683058390134e+01
9.415420344989243517e+01 5.551580746040293235e+01
1.027025636929966765e+02 5.335599927723255576e+01
9.069446712932563059e+01 5.707205602342122575e+01
8.878235733775360927e+01 6.806991637630076752e+01
9.006416626617551913e+01 5.474756019078402858e+01
9.319832185677960013e+01 5.404073617421969544e+01
9.729588647151048519e+01 6.350228898198203353e+01
7.873555687819353466e+01 6.214108089495109510e+01
1.054061432644689944e+02 4.874444300263329666e+01
9.016922085247956886e+01 4.829612231582226656e+01
1.050998604866989723e+02 5.632773100660463683e+01
9.341777420315537483e+01 5.529525774486799605e+01
9.028302493095748105e+01 6.105944733023302007e+01
9.257691847515427241e+01 6.169741955453456939e+01
8.372745182832186117e+01 5.733793813938189032e+01
9.378877857152311037e+01 5.456213322307309710e+01
8.754905924648953430e+01 6.056813583478788132e+01
9.516248622234458310e+01 4.889169426565126031e+01
9.551455329024064156e+01 6.935469516496674203e+01
1.050208314988587404e+02 4.221925070097987032e+01
8.452017035996358629e+01 6.859822868273288066e+01
9.470045843451340772e+01 7.058400136586492124e+01
8.697513338603208410e+01 5.494172917983155457e+01
1.108138741271129675e+02 8.139977106005024154e+01
1.088070381825637583e+02 5.322772775601775663e+01
1.070500439265601500e+02 5.081962260413740040e+01
7.792745582264834070e+01 5.964640502625751850e+01
8.719129179343070746e+01 7.305316381497064526e+01
1.043084624547020383e+02 6.887306814669810251e+01
9.256612538019776082e+01 5.555803846841796201e+01
7.468450807993761487e+01 6.305752580231524007e+01
1.060213920852748686e+02 6.847289763806732310e+01
9.679773139861431730e+01 5.869750776945904391e+01
9.449069177936291908e+01 5.079370998542356119e+01
8.025522628942268000e+01 7.242163477928498594e+01
8.655491052351358405e+01 8.202263883414106260e+01
9.181550195908009471e+01 6.219746525561522787e+01
9.335163499877641868e+01 7.596875115202283268e+01
9.279729990458569944e+01 6.625094889703690626e+01
8.641767373689394560e+01 5.938129284455773416e+01
9.734613292027401599e+01 5.649396577344496251e+01
8.794665773469817793e+01 7.228179717113063418e+01
9.127841938489702045e+01 6.094670386399845086e+01
8.363807304007609389e+01 6.877941217423996534e+01
8.683741235089811994e+01 5.075583478561180328e+01
8.205467352359217159e+01 7.067297392289742675e+01
9.775426961277949545e+01 6.223208148916169336e+01
8.872249798079477046e+01 6.790022875974973715e+01
9.422709308219980073e+01 7.446875749363191233e+01
1.059431547732659880e+02 8.199338539186723551e+01
1.144176831773613117e+02 5.659295598164842289e+01
8.418413713469742277e+01 6.863232527098692515e+01
7.459503118767348440e+01 6.193487883830824359e+01
1.106509279358559041e+02 7.582850740791378996e+01
8.055359857796973699e+01 5.944668400499175220e+01
9.662493002661597075e+01 8.782085533851706316e+01
8.900316403364621465e+01 7.484625164586464052e+01
8.705178061924979716e+01 5.437989709243889536e+01
7.707117185585592267e+01 4.899561615784654833e+01
9.852639148940521352e+01 5.639573370302112920e+01
8.894727499478506161e+01 5.962329335970699162e+01
8.154886816688917861e+01 6.876872483826814175e+01
8.328815281092259681e+01 6.830410559668240467e+01
6.574596256188118559e+01 6.198590180918985482e+01
8.483307418308710623e+01 4.979796743710663520e+01
9.010909813408569846e+01 6.903915774051228027e+01
8.894602099625589631e+01 5.213120834890170130e+01
8.236935263561343845e+01 6.364500543983075431e+01
9.802876636835965485e+01 6.871071752605715233e+01
9.435744743747719099e+01 4.939095968278996196e+01
9.739165535413833652e+01 6.404877560487787491e+01
8.882364253851524438e+01 5.795541431589766290e+01
9.008757939790993419e+01 7.706499536933777961e+01
8.378465258265295290e+01 6.706217556026059867e+01
6.890871404459794292e+01 6.578752422730022431e+01
7.310594913426734820e+01 6.903179550732485836e+01
9.168984660744062865e+01 7.769358603614716685e+01
8.551257449114845599e+01 6.376327178226664216e+01
9.691782387871785431e+01 6.168453255892218579e+01
8.658813359756855732e+01 6.976894797634915335e+01
8.883893202958621771e+01 6.450290822035925942e+01
7.334216616793240462e+01 6.266624007667060425e+01
8.835918509534410248e+01 6.662214949177304391e+01
8.933226419985005862e+01 5.982574137501724465e+01
8.025565985376766776e+01 7.803582746424446270e+01
7.893464969691500244e+01 5.461135903921677937e+01
8.282803737560564628e+01 6.150694546358675296e+01
9.711849226299531779e+01 6.824967192052967846e+01
7.911534446766901851e+01 6.068532868538290614e+01
7.510401546487804580e+01 6.486595267595465941e+01
1.050611756215772061e+02 6.398605246517438871e+01
1.000391923649102495e+02 6.054758569974585214e+01
8.115710734684965644e+01 7.281121792912513513e+01
8.514702320767499089e+01 6.456535952040592008e+01
8.030954047798313411e+01 7.189797434203387638e+01
7.418049527291776712e+01 6.850451564959801942e+01
9.451897051677461548e+01 6.162327524417431590e+01
7.739879443091186317e+01 6.171635191127165854e+01
8.484304692004283766e+01 6.715073015049136984e+01
8.377302142851037559e+01 6.632598898276005173e+01
8.693632012716008717e+01 6.150398239338925066e+01
7.675237116454582065e+01 6.608280912138812369e+01
9.398852268356671402e+01 7.219088824720429898e+01
8.657244987021228155e+01 6.847760218422516232e+01
8.515092039602366469e+01 6.753340334745449525e+01
7.943239611106881171e+01 6.701660589111186539e+01
8.305534534057663620e+01 7.231052025860813615e+01
8.903179866774672746e+01 5.850290452981730738e+01
9.576798497859759607e+01 5.590673930401553804e+01
9.397364893200361280e+01 6.704443254283522435e+01
8.015400767919243208e+01 5.852683146926031554e+01
9.471230170186790076e+01 6.722457742692661498e+01
8.548510896437841211e+01 5.687003700592741495e+01
9.626421676512647707e+01 5.832161401141107149e+01
8.202907706459436099e+01 6.763029488760456331e+01
1.025272804968843872e+02 5.771484205496703623e+01
9.315075409765358927e+01 6.236059876481412800e+01
8.742591086136107492e+01 6.387372082473591206e+01
8.883117019435483996e+01 6.299669060359720874e+01
8.804003021164891152e+01 5.447631270467532971e+01
8.770100454468496309e+01 6.693071833715301011e+01
1.011037960761076420e+02 5.569404322780665950e+01
8.622049547911332468e+01 7.793987637684398351e+01
8.256689700315941138e+01 5.954966633628622219e+01
8.997173999065643102e+01 7.288794257324444459e+01
9.460425451664706031e+01 6.053623587883226520e+01
9.632991902663573569e+01 6.271169548087379297e+01
7.967543453518815966e+01 7.159606235788345430e+01
8.187989349004044470e+01 6.520607174237821368e+01
1.036321503206517036e+02 5.963122859947647925e+01
9.781715654099758694e+01 6.766906939751343941e+01
9.787406613008762690e+01 5.181769323031644348e+01
6.787456786308513301e+01 6.556017051769245541e+01
1.286071426429666644e+02 9.125563276871118035e+01
6.951775292225916303e+01 6.321186015856121543e+01
1.170406955536228537e+02 8.543131940816931547e+01
8.292011916250901038e+01 7.319201180692783737e+01
8.731405216923951684e+01 7.469408920135140306e+01
7.563395432844090749e+01 5.599077796688616360e+01
1.113156111564862272e+02 8.242167503036905885e+01
1.020826141861332559e+02 6.943461312338693858e+01
9.478354931613388601e+01 6.113572480320183899e+01
7.851801117693455012e+01 6.337012153957886795e+01
8.134564576665330549e+01 5.869649094357382779e+01
8.612087522690021046e+01 6.220126099182813562e+01
8.335840811071849998e+01 7.498709689614292984e+01
9.577600366953879529e+01 6.292010576097929686e+01
7.717982054528231117e+01 7.269776320187671104e+01
8.387156366156537501e+01 7.250805115841485815e+01
9.805817286352737483e+01 6.984796600524011012e+01
7.946067474435544398e+01 6.739054257630363054e+01
8.788587120618208814e+01 5.605768382286908746e+01
8.306921622295912755e+01 7.400138874876918749e+01
8.770971259928248287e+01 5.552395199552229599e+01
9.045806017712435221e+01 6.891875674668658291e+01
7.944588343550901754e+01 6.561904539460131502e+01
8.914958760805392046e+01 5.857039764014315608e+01
7.577204128296378371e+01 6.816047528996097071e+01
7.462667817462535425e+01 7.126564683225427643e+01
9.365084636079267000e+01 4.906267615807340832e+01
1.040228515168907819e+02 5.663020536160287577e+01
1.008631048492010507e+02 5.211533885239460062e+01
8.615152562990955687e+01 6.147254441295260108e+01
8.720122878054775128e+01 6.987650787379689632e+01
8.257262061061197755e+01 7.562592063217137195e+01
1.299220444363913884e+02 4.260860991364567241e+01
7.808184293053820113e+01 7.092675398863399039e+01
8.579462897287700685e+01 6.052121360217876855e+01
9.122743597172024010e+01 5.782670613288540551e+01
1.137213037482089391e+02 4.260444555420559709e+01
8.663579590109965523e+01 6.265080948778768288e+01
7.823170800734301622e+01 6.269883638214287913e+01
8.763598064631278817e+01 5.377256987009268130e+01
8.889916216436688501e+01 5.160253469777427426e+01
1.048335292629843138e+02 7.664987466564518570e+01
8.459300548722663393e+01 5.121569777302897108e+01
9.696355247143361566e+01 5.677694731842563414e+01
8.240850057180202271e+01 7.224806824091540136e+01
8.485437328799058321e+01 8.207347139717614937e+01
8.874897381296747767e+01 6.311535776143495013e+01
9.719046677470245754e+01 6.329907333320701923e+01
1.061618840765289917e+02 8.482020143191790851e+01
9.155180675367165577e+01 5.896217269808313688e+01
8.901114918252038422e+01 5.736547932826626095e+01
9.278560509190579353e+01 4.954361868964694082e+01
7.267524798792891261e+01 7.089357512916525650e+01
8.311596897118614891e+01 5.788348320327582996e+01
7.695508878296315913e+01 6.095578219079660443e+01
8.265758968894805037e+01 7.942290614231772850e+01
9.532793097255746773e+01 4.840212943365025922e+01
1.134587226778391624e+02 4.316916676381156037e+01
7.334249753298978192e+01 6.964012315948657772e+01
8.102269131216503695e+01 7.543709070256934979e+01
7.535759771691529352e+01 7.401260881369152855e+01
1.072528365519091693e+02 4.895679572194995899e+01
7.902206692506850061e+01 7.827917060388843140e+01
8.149996801259740664e+01 6.684320121129333359e+01
8.873212748910729886e+01 6.237481910381934114e+01
1.150499786471847159e+02 6.464774873547959544e+01
1.030038095018990134e+02 6.612614138941515307e+01
9.588980142951659502e+01 5.921608041561749758e+01
7.790564170736499250e+01 6.251869938481090827e+01
8.124047731028247199e+01 6.850347971052320872e+01
8.256244265987284336e+01 6.656375402794294871e+01
8.390564902001618464e+01 6.173662439402489355e+01
7.438051288628109603e+01 7.299722043840309027e+01
7.361765208979429076e+01 6.467171155138389338e+01
7.447568191082213218e+01 6.970112314313138313e+01
8.132937086315232023e+01 6.340510995332389399e+01
1.045991318946115030e+02 5.020110154189801932e+01
9.685511230356576107e+01 6.489855678848962839e+01
9.094281729487640575e+01 6.115691370936222171e+01
9.831053270445325154e+01 5.964552825027822536e+01
7.895284272899721145e+01 6.024265267841033022e+01
1.040194824232798823e+02 6.432782959078409135e+01
9.851144892483377191e+01 6.048480246714206032e+01
8.293843572849621637e+01 6.383889695095592742e+01
7.771569695175995207e+01 6.360720440531240172e+01
8.901934112872548610e+01 8.596673918507815415e+01
8.507028441557923770e+01 7.972598428092716460e+01
8.177414316613059952e+01 5.568999746472864842e+01
8.789356922670368988e+01 8.633268680738082423e+01
7.189432098712700281e+01 7.135833973482991155e+01
6.719811597046241047e+01 6.259155522290705420e+01
8.643259494478350291e+01 6.879752344650478335e+01
8.868757921463564742e+01 5.694430460899777557e+01
