8.978425971167732200e+01 7.589767989435736695e+01
7.280678868026251394e+01 5.445753342597145519e+01
7.281652925166760326e+01 5.951937563026164213e+01
7.998214884644264089e+01 5.567884883156019526e+01
8.493054749041932894e+01 7.711824567299419186e+01
9.641865962902438980e+01 5.649882660548202296e+01
9.135465311646849784e+01 7.306761296444784648e+01
1.125539619988263667e+02 8.146706184543197082e+01
1.076085478851867521e+02 6.248279730024940193e+01
7.677369929167694806e+01 7.533426668429721929e+01
7.861134974341040049e+01 7.707608268209484947e+01
9.691501931482312671e+01 4.947882473151356919e+01
1.020979546916454836e+02 3.705463365796835973e+01
8.702471183655499942e+01 5.749021228564883756e+01
6.639222771634288733e+01 6.614432234453313697e+01
8.384135439879410967e+01 6.638492300630846898e+01
6.941150773552567443e+01 6.004153209638526079e+01
6.776381710894638388e+01 6.304081181073969020e+01
8.333277474082481717e+01 6.856956231192950213e+01
9.740573746625233298e+01 5.002929662686836565e+01
8.179678561147926530e+01 5.188225053594048575e+01
7.944903259606789447e+01 5.856247838592424415e+01
1.138781787022872152e+02 4.104360585886536938e+01
8.535541119551126599e+01 5.747728813694298822e+01
8.532859978829844749e+01 7.305354560977347944e+01
1.226811201503571738e+02 5.688096614620054225e+01
7.250189136168273762e+01 5.997141543614406345e+01
8.519512294025510357e+01 5.464302304619594253e+01
6.924849864028716695e+01 6.793461400294005159e+01
7.808004363434417883e+01 6.051179502762229134e+01
7.735829194199436643e+01 6.067788913502344172e+01
8.894835301487867696e+01 5.737890271399030695e+01
8.247497417138504261e+01 6.009214225122016018e+01
7.247091519549478278e+01 6.840718099716774248e+01
1.013336833056949615e+02 4.866739144989782773e+01
9.015200296438061400e+01 6.369276400989674869e+01
1.131645722788580883e+02 4.365074523732144485e+01
8.756050468824790300e+01 5.432219279729164896e+01
8.914882169832388570e+01 5.388452717135101722e+01
7.979037886419526160e+01 6.798692699126765149e+01
7.694809513113678179e+01 6.385988155818316869e+01
9.388432995613256082e+01 5.087073999047317585e+01
9.031128187285324316e+01 3.990931353722932329e+01
8.343451416918684060e+01 7.061871004716496714e+01
6.951823373529272487e+01 6.217196186204525787e+01
8.206686423077422887e+01 6.135000970765568695e+01
1.031202210389799205e+02 8.572894929419599919e+01
6.312259136535772797e+01 5.402317856157998222e+01
7.572597830103157435e+01 7.407245363302770613e+01
9.423371039478720945e+01 5.087479894910618583e+01
9.326360757625421627e+01 3.771034132618823520e+01
8.107215156357921160e+01 7.511511486441834506e+01
8.622251324043156728e+01 4.969641497184937862e+01
